PstId|PhoId|StiBezeichnungS|StiSynonymS
1074|90554|Puttisar|Änglar Mytologi Cheruber
1075|90554|Föremålsbild|
1076|90554|Fajans|
1077|90555|Bonbonnière|Bonbonjärer
1078|90555|Grönsak|Grönsaker
1079|90555|Prydnader|
1080|90555|Fajans|
1081|90555|Föremålsbild|
1082|90556|Bordsuppsats|
1083|90556|Fat|Tallrikar
1084|90556|Figur|Figurer
1085|90556|Fajans|
1086|90556|Föremålsbild|
1087|90556|Skål|Skålar
1088|90557|Signatur|Signaturer Signerat
1089|90557|Bordsuppsats|
1090|90557|Fajans|
1091|90557|Föremålsbild|
1092|90558|Signatur|Signaturer Signerat
1093|90558|Bordsuppsats|
1094|90558|Fajans|
1095|90558|Föremålsbild|
1096|90559|Signatur|Signaturer Signerat
1097|90559|Baksida|Baksidor
1098|90559|Bordsuppsats|
1099|90559|Rörstrand|
1100|90559|Fajans|
1101|90559|Föremålsbild|
1102|90558|Baksida|Baksidor
1103|90558|Rörstrand|
1104|90557|Baksida|Baksidor
1105|90557|Rörstrand|
1106|90556|Rörstrand|
1107|90560|Bricka|Brickor
1108|90560|Fajans|
1109|90560|Föremålsbild|
1110|90561|Signatur|Signaturer Signerat
1111|90561|Baksida|Baksidor
1112|90561|Bricka|Brickor
1113|90561|Fajans|
1114|90561|Föremålsbild|
1115|90562|Signatur|Signaturer Signerat
1116|90562|Baksida|Baksidor
1117|90562|Föremålsbild|
1118|90562|Fajans|
1119|90564|Bål|
1120|90564|Fajans|
1121|90564|Föremålsbild|
1122|90565|Signatur|Signaturer Signerat
1123|90565|Baksida|Baksidor
1124|90565|Bål|
1125|90565|Fajans|
1126|90565|Föremålsbild|
1127|90566|Tallrik|Tallrikar Fat
1128|90566|Fat|Tallrikar
1129|90566|Fajans|
1130|90566|Föremålsbild|
1131|90567|Signatur|Signaturer Signerat
1132|90567|Baksida|Baksidor
1133|90567|Fajans|
1134|90567|Föremålsbild|
1135|90568|Signatur|Signaturer Signerat
1136|90568|Baksida|Baksidor
1137|90568|Fajans|
1138|90568|Föremålsbild|
1139|90569|Gräddsnäcka|Gräddsnäckor
1140|90569|Fajans|
1141|90569|Föremålsbild|
1142|90570|Gräddsnäcka|Gräddsnäckor
1143|90570|Fajans|
1144|90570|Föremålsbild|
1145|90570|Signatur|Signaturer Signerat
1146|90570|Baksida|Baksidor
1147|90572|Gräddsnäcka|Gräddsnäckor
1148|90572|Fajans|
1149|90572|Föremålsbild|
1150|90573|Gräddsnäcka|Gräddsnäckor
1151|90573|Fajans|
1152|90573|Föremålsbild|
1153|90574|Signatur|Signaturer Signerat
1154|90574|Baksida|Baksidor
1155|90574|Gräddsnäcka|Gräddsnäckor
1156|90574|Fajans|
1157|90574|Föremålsbild|
1158|90575|Gräddsnäckor|
1159|90575|Gräddsnäcka|Gräddsnäckor
1160|90575|Fajans|
1161|90575|Föremålsbild|
1162|90576|Karotter|Terriner
1163|90576|Fat|Tallrikar
1164|90576|Fajans|
1165|90576|Föremålsbild|
1166|90577|Kopp|Koppar
1167|90577|Fajans|
1168|90577|Föremålsbild|
1169|90578|Fajans|
1170|90578|Korgar|
1172|90578|Skålar|
1173|90578|Föremålsbild|
1174|90579|Signatur|Signaturer Signerat
1175|90579|Baksida|Baksidor
1176|90579|Rörstrand|
1177|90579|Fajans|
1178|90579|Föremålsbild|
1179|90578|Rörstrand|
1180|90580|Korgar|
1182|90580|Skålar|
1183|90580|Rörstrand|
1184|90580|Fajans|
1185|90580|Föremålsbild|
1186|90581|Saltkar|
1187|90581|Fajans|
1188|90581|Föremålsbild|
1189|90581|Rörstrand|
1190|90582|Signatur|Signaturer Signerat
1191|90582|Baksida|Baksidor
1192|90582|Saltkar|
1194|90582|Rörstrand|
1195|90582|Fajans|
1196|90582|Föremålsbild|
1197|90583|Saltkar|
1198|90583|Fajans|
1199|90583|Rörstrand|
1200|90583|Föremålsbild|
1201|90584|Skrivställ|Förvaring
1202|90584|Kontor|Arbetsplats
1203|90584|Fajans|
1204|90584|Rörstrand|
1205|90584|Föremålsbild|
1206|90585|Signatur|Signaturer Signerat
1207|90585|Baksida|Baksidor
1208|90585|Rörstrand|
1209|90585|Skrivställ|Förvaring
1210|90585|Fajans|
1211|90585|Föremålsbild|
1212|90586|Skrivställ|Förvaring
1213|90586|Kontor|Arbetsplats
1214|90586|Rörstrand|
1215|90586|Fajans|
1216|90586|Föremålsbild|
1217|90587|Signatur|Signaturer Signerat
1218|90587|Baksida|Baksidor
1220|90587|Rörstrand|
1221|90587|Skrivställ|Förvaring
1222|90587|Fajans|
1223|90587|Föremålsbild|
1224|90588|Skrivställ|Förvaring
1226|90588|Kontor|Arbetsplats
1227|90588|Fajans|
1228|90588|Föremålsbild|
1230|90589|Skrivställ|Förvaring
1231|90589|Fajans|
1233|90589|Signaturer|
1234|90589|Föremålsbild|
1235|90590|Smörgåsbricka|Smörgåsbrickor
1236|90590|Fajans|
1237|90590|Bricka|Brickor
1238|90590|Föremålsbild|
1241|90591|Signatur|Signaturer Signerat
1242|90591|Baksida|Baksidor
1244|90591|Fajans|
1245|90591|Smörgåsbricka|Smörgåsbrickor
1246|90592|Signatur|Signaturer Signerat
1247|90592|Baksida|Baksidor
1248|90592|Fajans|
1250|90592|Föremålsbild|
1251|90592|Smörgåsbricka|Smörgåsbrickor
1252|90593|Såsskål|Såsskålar
1253|90593|Fajans|
1254|90593|Föremålsbild|
1256|90594|Signatur|Signaturer Signerat
1257|90594|Baksida|Baksidor
1258|90594|Fajans|
1259|90594|Såsskål|Såsskålar
1260|90594|Föremålsbild|
1262|90595|Tallrikar|Fat
1263|90595|Fat|Tallrikar
1264|90595|Fajans|
1265|90595|Föremålsbild|
1266|90596|Tallrikar|Fat
1267|90596|Fat|Tallrikar
1268|90596|Helsingborg|Stad Städer
1269|90596|Fajans|
1270|90596|Föremålsbild|
1271|90597|Tallrik|Tallrikar Fat
1272|90597|Fat|Tallrikar
1273|90597|Fajans|
1274|90597|Föremålsbild|
1275|90527|Bål|
1276|90527|Ask|Askar
1277|90527|Fajans|
1278|90527|Föremålsbild|
1279|90598|Tallrik|Tallrikar Fat
1281|90598|Fat|Tallrikar
1282|90598|Fajans|
1283|90598|Föremålsbild|
1284|90599|Tallrikar|Fat
1285|90599|Fat|Tallrikar
1286|90599|Fajans|
1287|90599|Föremålsbild|
1288|90600|Tallrik|Tallrikar Fat
1289|90600|Fat|Tallrikar
1290|90600|Fajans|
1291|90600|Stockholmsutställningen|
1292|90600|Föremålsbild|
1293|90601|Prydnader|
1294|90601|Blommor|Blommigt Blomster
1296|90601|Blomkorg|Blomkorgar
1297|90601|Fajans|
1298|90601|Föremålsbild|
1299|90602|Signatur|Signaturer Signerat
1300|90602|Baksida|Baksidor
1301|90602|Blomkorg|Blomkorgar
1302|90602|Fajans|
1303|90603|Vas|Vaser
1304|90603|Blommor|Blommigt Blomster
1305|90603|Fajans|
1306|90603|Föremålsbild|
1308|90604|Signatur|Signaturer Signerat
1309|90604|Baksida|Baksidor
1311|90604|Fajans|
1312|90604|Föremålsbild|
1313|90605|Bonbonnière|Bonbonjärer
1314|90605|Prydnader|
1315|90605|Dräkt|Kläder Dräkter
1316|90605|Fajans|
1317|90605|Ask|Askar
1318|90605|Föremålsbild|
1319|90606|Signatur|Signaturer Signerat
1320|90606|Baksida|Baksidor
1321|90606|Fajans|
1322|90606|Föremålsbild|
1323|90607|Blomkruka|Blomkrukor
1324|90607|Kruka|Krukor
1325|90607|Fajans|
1326|90607|Föremålsbild|
1327|90608|Signatur|Signaturer Signerat
1328|90608|Baksida|Baksidor
1329|90608|Fajans|
1330|90608|Föremålsbild|
2209|87583|Fotografi|Fotografier
2210|87583|Resealbum|Resor Resa
2211|87583|Svartvitt|Svartvita
2212|87583|Ardmore|Utställningar
2214|87584|Resealbum|Resor Resa
2215|87584|Resa|Resor
2216|87584|Svartvitt|Svartvita
2217|87584|Fotografi|Fotografier
2219|87585|Tåg|Transporter
2221|87585|Ardmore|Utställningar
2222|87585|Lok|Tåg
2223|87585|Svartvitt|Svartvita
2224|87585|Fotografi|Fotografier
2225|87584|Ardmore|Utställningar
2226|87586|Svartvitt|Svartvita
2227|87586|Fotografi|Fotografier
2228|87586|Åsna|Åsnor Djur
2229|87586|Åsnor|Åsna Djur
2230|87586|Resealbum|Resor Resa
2231|87586|Ardmore|Utställningar
2232|87586|Egypten|
2233|87587|Kairo|Egypten Städer Cairo
2234|87587|Egypten|
2235|87587|Svartvitt|Svartvita
2236|87587|Fotografi|Fotografier
2237|87587|Öken|Öknar Öknen
2238|87587|Öknen|Öknar Öken
2239|87587|Resealbum|Resor Resa
2240|87587|Ardmore|Utställningar
2241|87588|Kairo|Egypten Städer Cairo
2242|87588|Byggnad|Byggnader
2243|87588|Egypten|
2244|87588|Arkitektur|
2245|87588|Hotell|
2246|87588|Palace Hotell|
2247|87588|Svartvitt|Svartvita
2248|87588|Fotografi|Fotografier
2249|87588|Resealbum|Resor Resa
2250|87588|Ardmore|Utställningar
2251|87589|Egypten|
2252|87589|Kolonner|Pelare
2253|87589|Hieroglyfer|
2254|87589|Svartvitt|Svartvita
2255|87589|Fotografi|Fotografier
2256|87589|Resealbum|Resor Resa
2257|87589|Ardmore|Utställningar
2259|87590|Svartvitt|Svartvita
2260|87590|Fotografi|Fotografier
2261|87590|Resealbum|Resor Resa
2262|87590|Ardmore|Utställningar
2265|87591|Fotografi|Fotografier
2266|87591|Stad|Städer
2267|87591|Hus|Byggnad
2268|87591|Resealbum|Resor Resa
2269|87591|Ardmore|Utställningar
2270|87591|Kvinnor|Folk
2271|87592|Porträtt|Konst
2275|87592|Kläder|Dräkter
2276|87592|Svartvitt|Svartvita
2277|87592|Fotografi|Fotografier
2278|87592|Resealbum|Resor Resa
2279|87592|Ardmore|Utställningar
2280|87593|Porträtt|Konst
2281|87593|Tunisier|Tunisisk
2282|87593|Tunisien|
2283|87593|Svartvitt|Svartvita
2284|87593|Fotografi|Fotografier
2285|87593|Musikant|Musikanter
2286|87593|Musikinstrument|
2287|87593|Ardmore|Utställningar
2288|87592|Nordafrika|
2289|87585|Öknen|Öknar Öken
2290|87585|Öken|Öknar Öknen
2291|87586|Kairo|Egypten Städer Cairo
2292|87590|Hamn|
2293|87591|Algeriet|
2294|87591|Rue de la haute ville|
2295|87591|Alger|Algeriet
2297|87594|Porträtt|Konst
2298|87594|Kvinna|Kvinnor
2302|87594|Slöja|Slöjor Kläder Dräkt
2303|87594|Svartvitt|Svartvita
2304|87594|Fotografi|Fotografier
2305|87594|Ardmore|Utställningar
2306|87594|Tunisien|
2307|87594|Tunisiska|Tunisier
2308|87593|Gubbe|Man
2309|87595|Tåg|Transporter
2310|87595|Lok|Tåg
2311|87595|Öken|Öknar Öknen
2312|87595|Öknen|Öknar Öken
2313|87595|Svartvitt|Svartvita
2314|87595|Fotografi|Fotografier
2315|87595|Ardmore|Utställningar
2317|87757|Badhus|
2319|87757|Hamam|Ångbastu Hygien Hammam
2320|87757|Män|
2321|87757|Svartvitt|Svartvita
2322|87757|Ardmore|Utställningar
2323|87757|Resealbum|Resor Resa
2324|87758|Trappa|Trappor
2325|87758|Kairo|Egypten Städer Cairo
2326|87758|Interiör|Interiörer
2327|87758|Palace Hotell|
2328|87758|Svartvitt|Svartvita
2329|87758|Resealbum|Resor Resa
2330|87758|Ardmore|Utställningar
2331|87759|Handlare|Handel
2332|87759|Affär|Butik
2333|87759|Tunisien|
2334|87759|Svartvitt|Svartvita
2335|87759|Exteriör|Exteriörer Arkitektur
2336|87759|Ardmore|Utställningar
2337|87759|Resealbum|Resor Resa
2338|87760|Genua|Italien
2339|87760|Stadslandskap|Städer Stadsvyer
2340|87760|Svartvitt|Svartvita
2342|87760|Resealbum|Resor Resa
2343|87760|Utställningar|
2344|87761|Trappa|Trappor
2345|87761|Kolonner|Pelare
2348|87761|Dogepalatset|Palazzo Ducale
2349|87761|Arkitektur|
2350|87761|Genua|Italien
2351|87761|Svartvitt|Svartvita
2352|87761|Resealbum|Resor Resa
2353|87761|Samtida venetianskt konstglas från Murano|Utställningar
2354|87762|San Remo|
2355|87762|Medelhavet|
2356|87762|Svartvitt|Svartvita
2357|87762|Resealbum|Resor Resa
2358|87763|Palmer|
2359|87763|Palermo|Italien
2360|87763|Svartvitt|Svartvita
2361|87763|Resealbum|Resor Resa
2362|87764|Sicilien|
2363|87764|Familj|Folk
2364|87764|Porträtt|Konst
2365|87764|Svartvitt|Svartvita
2366|87764|Resealbum|Resor Resa
2367|87765|Sicilien|
2368|87765|Familj|Folk
2369|87765|Porträtt|Konst
2370|87765|Resealbum|Resor Resa
2371|87765|Svartvitt|Svartvita
2372|87766|Medelhavet|
2374|87766|Havslandskap|Vatten
2375|87766|Utsiktsbilder|Vyer
2376|87766|Svartvitt|Svartvita
2377|87766|Resealbum|Resor Resa
2378|87767|Sorrento|Italien
2379|87767|Arkitektur|
2380|87767|Kustlandskap|
2381|87767|Medelhavet|
2382|87767|Svartvitt|Svartvita
2383|87767|Resealbum|Resor Resa
2384|87766|Sorrento|Italien
2385|87768|Havslandskap|Vatten
2386|87768|Segelbåtar|
2387|87768|Capri|
2388|87768|Svartvitt|Svartvita
2389|87768|Resealbum|Resor Resa
2390|87769|Capri|
2391|87769|Gatuvy|Gata Gator
2392|87769|Stad|Städer
2393|87769|Svartvitt|Svartvita
2394|87769|Kullersten|Kullerstenar
2395|87770|Venedig|
2396|87770|Gondol|Båtar
2397|87770|Svartvitt|Svartvita
2398|87770|Resealbum|Resor Resa
2399|87771|Rom|Italien
2401|87772|Caracalla|
2402|87772|Svartvitt|Svartvita
2403|87772|Resealbum|Resor Resa
2404|87772|Badhus|
2405|87773|Pompeji|Pompei Pompeii
2406|87773|Kolonner|Pelare
2407|87773|Arkitektur|
2408|87773|Svartvitt|Svartvita
2409|87774|Museum|
2410|87774|Svartvitt|Svartvita
2411|89061|Familj|Folk
2412|89061|Porträtt|Konst
2413|89061|Brud|Bröllops Brudar
2414|89061|Bröllop|
2415|89061|Svartvitt|Svartvita
2416|89062|Hallwyl|
2418|89062|Familj|Folk
2419|89062|Barn|
2420|89062|Margit|
2421|89062|Erik|
2422|89062|Svartvitt|Svartvita
2423|89062|Geijer|
2424|89063|Svartvitt|Svartvita
2425|89063|Fotografi|Fotografier
2426|89063|Hästar|Djur
2427|89063|Kusk|Tjänstefolk
2428|89064|Gästrum|Interiörer
2429|89064|Katalogarbetare|
2430|89064|Inredning|Interiörer
2432|89064|Svartvitt|Svartvita
2433|89065|Familj|Folk
2434|89065|Hallwyl|
2435|89065|Walther von Hallwyl|
2436|89065|Sigfrid|
2437|89065|Pojke|Kille Killar Pojkar
2438|89065|Män|
2439|89065|Sjömanskostym|Sjömanskostymer Dräkter Kläder
2440|89065|Svartvitt|Svartvita
2441|89066|Walther von Hallwyl|
2442|89066|Porträtt|Konst
2443|89066|Hallwyl|
2444|89066|Svartvitt|Svartvita
2445|89066|Man|Män
2446|89066|Mustasch|Mustascher
2447|87818|Keramik|
2448|87818|Ardmore|Utställningar
2449|87818|Pressbilder|Marknadsföring
2450|87837|Zebra|Zebror Djur
2451|87837|Kanna|Kannor
2452|87837|Ardmore|Utställningar
2453|87837|Pressbilder|Marknadsföring
2454|87837|Keramik|
2456|87839|Ardmore|Utställning
2457|87839|Keramik|
2458|87839|Samtida|
2459|87840|Ardmore|Utställningar
2460|87840|Samtida|
2461|87840|Keramik|
2462|87840|Föremålsbild|
2463|87838|Keramik|
2464|87838|Ardmore|Utställningar
2465|87838|Samtida|
2466|87838|Föremålsbild|
2467|87839|Föremålsbild|
2468|87839|Pressbilder|Marknadsföring
2469|87840|Pressbilder|Marknadsföring
2470|89093|Klänning|Klänningar Kläder Dräkter
2472|89093|Föremålsbild|
2474|89093|1930-tal|
2475|89316|Klänning|Klänningar Kläder Dräkter
2476|89316|Wilhelmina von Hallwyl|
2477|89316|Ull|Ylle
2479|89316|Föremålsbild|
2480|89095|Klänning|Klänningar Kläder Dräkter
2481|89095|Sidenatlas|
2482|89095|Aftonklänningar|Dräkter Kläder
2483|89095|Långklänning|Långklänningar Dräkter Kläder
2484|89095|Ellen|
2485|89095|Föremålsbild|
2486|89099|Klänning|Klänningar Kläder Dräkter
2487|89099|Liv|
2488|89099|Kjol|Kjolar Kläder Dräkter
2489|89099|Siden|
2490|89099|Wilhelmina von Hallwyl|
2491|89099|Föremålsbild|
2492|89099|Långklänning|Långklänningar Dräkter Kläder
2493|89318|Klänning|Klänningar Kläder Dräkter
2494|89318|Långklänning|Långklänningar Dräkter Kläder
2495|89318|Silkessammet|Silkessammets
2496|89318|Wilhelmina von Hallwyl|
2497|89318|Föremålsbild|
2503|89319|Klänning|Klänningar Kläder Dräkter
2504|89319|Siden|
2505|89319|Silkesspets|Silkesspetsar
2506|89319|Ellen|
2507|89319|Föremålsbild|
2509|89319|Långklänning|Långklänningar Dräkter Kläder
2510|89101|Klänning|Klänningar Kläder Dräkter
2511|89101|Långklänning|Långklänningar Dräkter Kläder
2512|89101|Sidenripsklänning|
2513|89101|Irma|
2514|89101|Broderade|Broderier
2515|89101|Föremålsbild|
2517|89093|Irma|
2518|89103|Kavajer|Kostym Kläder Dräkter
2519|89103|Cheviot|Ylle
2520|89103|Walther von Hallwyl|
2521|89103|Zittorin & Lundvik|
2522|89103|Resedräkter|Resor Resa
2523|89103|Resa|Resor
2524|89103|Föremålsbild|
2526|89316|1920-tal|
2527|89316|Tunborg & Co|
2528|89099|Tunborg & Co|
2529|89105|Klänning|Klänningar Kläder Dräkter
2530|89105|Silkessammet|Silkessammets
2531|89105|Långklänning|Långklänningar Dräkter Kläder
2533|89105|Turnyr|Kläder Dräkter
2534|89105|Ebba Eckermann|
2535|89105|Kjol|Kjolar Kläder Dräkter
2536|89105|Föremålsbild|
2537|89318|Turnyr|Kläder Dräkter
2538|89320|Klänning|Klänningar Kläder Dräkter
2539|89320|Långklänning|Långklänningar Dräkter Kläder
2540|89320|Brud|Bröllops Brudar
2541|89320|Ebba Eckermann|
2542|89320|Silkessammet|Silkessammets
2544|89320|Föremålsbild|
2546|89127|Klänning|Klänningar Kläder Dräkter
2547|89127|Silkessammet|Silkessammets
2548|89127|Tyll|Textilier
2549|89127|Wilhelmina von Hallwyl|
2550|89127|Föremålsbild|
2551|89127|Turnyr|Kläder Dräkter
2552|89127|Långklänning|Långklänningar Dräkter Kläder
2554|89128|Klänning|Klänningar Kläder Dräkter
2555|89128|Långklänning|Långklänningar Dräkter Kläder
2556|89128|Bomull|Bomulls Cotton
2557|89128|Wilhelmina von Hallwyl|
2558|89128|Föremålsbild|
2560|89129|Klänning|Klänningar Kläder Dräkter
2561|89129|Siden|
2562|89129|Långklänning|Långklänningar Dräkter Kläder
2563|89129|1930-tal|
2564|89129|Ebba Eckermann|
2565|89129|Föremålsbild|
2567|89321|Klänning|Klänningar Kläder Dräkter
2568|89321|Ellen|
2569|89321|Föremålsbild|
2571|89130|Klänning|Klänningar Kläder Dräkter
2572|89130|Siden|
2573|89130|1920-tal|
2574|89130|Skor|Dräkter
2575|89130|Irma|
2576|89130|Föremålsbild|
2578|89131|Klänning|Klänningar Kläder Dräkter
2579|89131|Långklänning|Långklänningar Dräkter Kläder
2580|89131|Siden|
2581|89131|Tyll|Textilier
2582|89131|Irma|
2584|89131|Föremålsbild|
2586|89132|Hellång klänning|Klänningar Dräkter Kläder
2587|89132|Sidenduchesse|
2588|89132|Släp|Kläder Dräkt
2589|89132|Irma|
2591|89132|1930-tal|
2592|89132|Föremålsbild|
2593|89133|Frack|Frackar Kostymer Dräkter
2594|89133|Crêpe|Crepe Kräpp
2597|89133|Walther von Hallwyl|
2598|89133|Föremålsbild|
2599|89133|Kläder|Dräkter
2601|89322|Jaquette|Kostymer Kläder Dräkter
2602|89322|Kläder|Dräkter
2603|89322|Kamgarnscheviot|
2604|89322|Zittorin & Lundvik|
2605|89322|Walther von Hallwyl|
2606|89322|Föremålsbild|
2608|89133|Zittorin & Lundvik|
2609|89134|Rock|Kläder Dräkter Ytterplagg Rockar
2610|89134|Regnkläder|Ytterplagg Dräkter
2611|89134|Ull|Ylle
2612|89134|Walther von Hallwyl|
2613|89134|Föremålsbild|
2615|89135|Rock|Kläder Dräkter Ytterplagg Rockar
2617|89135|Kamgarn|
2618|89135|Walther von Hallwyl|
2620|89135|Hatt|Hattar Huvudbonader
2621|89135|Promenadkäpp|Promenadkäppar Accessoarer
2622|89135|Handskar|Vantar Ytterplagg Accessoarer
2623|89135|Skor|Dräkter
2624|89135|Föremålsbild|
2625|89323|Kavajer|Kostym Kläder Dräkter
2628|89323|Zittorin & Lundvik|
2629|89135|Zittorin & Lundvik|
2630|89323|Walther von Hallwyl|
2633|89323|Föremålsbild|
2636|89136|Cheviot|Ylle
2638|89136|Bössa|Skjutvapen
2639|89136|Zittorin & Lundvik|
2640|89136|Sportkläder|
2641|89136|Jaktkläder|Dräkter
2644|89136|Föremålsbild|
2645|89137|Nattrock|Kläder Dräkt
2646|89137|Siden|
2649|89137|Sovplagg|Dräkter Kläder
2652|89137|Föremålsbild|
2653|89137|Morgonrock|Morgonrockar Kläder
2654|89138|Husjungfrun|Tjänstefolk
2655|89138|Förkläde|Förkläden Dräkter Kläder
2656|89138|Bomull|Bomulls Cotton
2657|89138|Skötersketyg|Sjukvård
2658|89138|Vardagsklänningar|Kläder Dräkter
2659|89138|Tjänstefolk|Personal
2661|89138|Föremålsbild|
2662|89138|1920-tal|
2663|89139|Husjungfrun|Tjänstefolk
2664|89139|Tjänstefolk|Personal
2665|89139|Helgdagsklänningar|Dräkter
2666|89139|Uniformer|Arbetskläder
2667|89139|Cheviot|Ylle
2669|89139|Föremålsbild|
2670|89139|Förkläde|Förkläden Dräkter Kläder
2671|89138|Uniformer|Arbetskläder
2672|89139|1910-tal|
2673|89140|Arbetsförkläden|Kläder Dräkter
2674|89140|Bomull|Bomulls Cotton
2675|89140|Wilhelmina von Hallwyl|
2677|89140|Föremålsbild|
2678|89324|Tjänstefolk|Personal
2679|89324|Betjänt|Tjänstefolk
2680|89324|Bomull|Bomulls Cotton
2681|89324|Kadettyg|
2682|89324|Arbetsrockar|Kläder Dräkter
2684|89324|Föremålsbild|
2685|89141|Portvakt|Portvakter
2686|89141|Vardagslivré|Dräkter Kläder Livréer
2687|89141|Uniformer|Arbetskläder
2689|89141|Föremålsbild|
2690|89142|Galalivré|Livréer Uniformer Dräkter
2691|89142|Betjänt|Tjänstefolk
2693|89142|Tjänstefolk|Personal
2694|89142|Uniformer|Arbetskläder
2695|89142|Föremålsbild|
2696|90074|Vardagslivré|Dräkter Kläder Livréer
2697|90074|Betjänt|Tjänstefolk
2698|90074|Tjänstefolk|Personal
2699|90074|Uniformer|Arbetskläder
2701|90074|Föremålsbild|
2702|90074|Frack|Frackar Kostymer Dräkter
2703|89143|Chaufför|Chaufförer
2704|89143|Livré|Dräkter Kläder
2705|89143|Uniformer|Arbetskläder
2707|89143|Föremålsbild|
2708|89143|Tjänstefolk|Personal
2709|89142|Frack|Frackar Kostymer Dräkter
2710|89177|Kusk|Tjänstefolk
2711|89177|Livré|Dräkter Kläder
2712|89177|Hatt|Hattar Huvudbonader
2713|89177|Tjänstefolk|Personal
2715|89177|Föremålsbild|
2716|89177|Stormhattar|Huvudbonader
2717|89189|Hellång klänning|Klänningar Dräkter Kläder
2718|89189|Ylle|
2719|89189|Irma|
2721|89189|Föremålsbild|
2722|89189|1910-tal|
2723|89242|Handväska|Handväskor
2724|89242|Föremålsbild|
2726|89242|Ebba Eckermann|
2728|89242|Accessoarer|Dräkter Kläder
2730|89196|Skor|Dräkter
2731|89196|Klackskor|
2732|89196|Sidensatin|
2733|89196|Ebba Eckermann|
2736|89196|Föremålsbild|
2738|89230|Guldbrokad|Guldbrokader
2740|89230|Strass|Glitter
2741|89230|Irma|
2743|89230|Föremålsbild|
2744|89230|Klackskor|
2745|89231|Stråhatt|Stråhattar Huvudbonader
2746|89231|Hatt|Hattar Huvudbonader
2747|89231|Accessoarer|Dräkter Kläder
